Maintenance_flag,Vehicle_speed_sensor,Vibration,Engine_Load,Engine_Coolant_Temp,Intake_Manifold_Pressure,Engine_RPM,Speed_OBD,Intake_Air_Temp,Mass_Air_Flow_Rate,Throttle_Pos_Manifold,Voltage_Control_Module,Ambient_air_temp,Accel_Pedal_Pos_D,Engine_Oil_Temp,Speed_GPS,GPS_Longitude,GPS_Latitude,GPS_Bearing,GPS_Altitude,Turbo_Boost_And_Vcm_Gauge,Trip_Distance,Litres_Per_100km_Inst,Accel_Ssor_Total,CO2_in_g_per_km_Inst,Trip_Time_journey,Condition_Score,Priority
0,35,0.8118279569892479,0.21653544540269118,0.5999999999999996,116,0.23158713692946065,35,10,0.11128960285586789,0.9779410769301559,14.1,7,27.843138,0.5,36.21602,9.1416993589,48.932756752,75.2,164,0.09150325265806411,0.9936388023785092,2.351502,0.653445406556886,62.197178,0.9862159894522355,0.5032997188098753,Moderate
0,142,0.2365591397849478,0.2047244172747848,0.5999999999999996,135,0.5775414937759337,142,16,0.2637215528781794,0.9779410769301559,14.1,8,34.509804,0.5,148.96802,9.8853836153,48.494790484,274.4,436,0.2156863478488853,0.14492537599480604,1.244649,0.6516021556747946,32.92094,0.1115905549562507,0.24613217418748257,Low
0,128,0.3118279569892479,0.43700787006324,0.13333333333333375,109,0.47665975103734437,128,9,0.1893797411869701,0.9779410769301559,14.2,8,14.901961,0.07142857142857117,132.40822,9.6480596153,48.479574484,257.1,508,0.045751671392804956,0.12907711934853316,2.1241,0.6768520989883455,56.18241,0.10008390267289946,0.2045437101128501,Low
0,117,0.37096774193548754,0.9999999999999999,0.666666666666667,128,0.6382261410788382,117,13,0.277822400713967,0.9779410769301559,14.16,7,43.92157,0.6428571428571423,124.23608,8.344291815,48.611216243,330.7,618,0.16993467645608035,0.07553085475148835,0.0,0.6652562687682348,0.0,0.06820088697111348,0.427268323807698,Low
0,98,0.4731182795698956,0.7362205224006464,0.666666666666667,123,0.29123443983402486,98,9,0.14074074074074072,0.9779410769301559,14.12,7,14.901961,0.5,100.620926,7.7465467631,48.377976339,3.0,154,0.13725492405086906,0.9125522571631075,4.031921,0.5988239339809952,106.64425,0.8506532422390027,0.671786026977744,Moderate
0,96,0.48387096774193594,0.0,0.2666666666666666,115,0.26244813278008305,96,9,0.13431503792949576,0.9779410769301559,14.22,8,14.901961,0.2142857142857144,99.21811,9.7227993589,48.713456752,274.8,216,0.08496738329181305,0.6664336511818474,0.0,0.5166716729237908,0.0,0.590794678173319,0.08818579990779161,Low
0,55,0.7043010752688197,0.39763782650040397,0.5333333333333332,110,0.33973029045643155,55,10,0.15020080321285142,0.9779410769301559,14.24,8,14.901961,0.4285714285714288,56.95204,8.1119838588,48.240487043,116.2,156,0.05228758582282889,0.9607432412950601,3.40812,0.6494627128670291,90.14472,0.8939230492628552,0.6330292168466662,Moderate
0,58,0.6881720430107556,0.38976379770909597,0.5999999999999996,105,0.38459543568464727,58,10,0.14868362338241856,0.9779410769301559,14.3,7,32.156864,0.5714285714285712,59.724094,8.8108796153,48.702156484,254.9,789,0.0196078784813905,0.013581132752117808,0.0,0.6217846651232334,26.569048,0.01438331535418913,0.23232973108071642,Low
0,114,0.3870967741935516,0.1417322873380248,0.7333333333333334,113,0.38070539419087135,114,11,0.16403391343150378,0.9779410769301559,14.14,9,29.411766,0.7857142857142856,117.288086,8.8496290753,48.668645517,287.6,502,0.07189546430421939,0.4347462143466829,0.0,0.5801696995660035,19.719515,0.43066043389667985,0.2460919882636245,Low
0,157,0.15591397849462751,0.5433071332537679,0.5999999999999996,137,0.6550829875518672,157,11,0.3086122266845159,0.9632352657169142,14.14,7,14.901961,0.4285714285714288,159.84058,10.045049615,48.487620484,273.3,438,0.2287582217727061,0.15585090565244342,3.422803,0.5592488438892844,90.53307,0.11686443725278672,0.34418214414538684,Low
0,34,0.8172043010752716,0.287401574012648,0.5333333333333332,120,0.3379149377593361,34,9,0.16956715751896473,0.9779410769301559,14.06,7,24.313726,0.4285714285714288,37.26007,9.1569693589,48.928790752,63.4,160,0.11764704556947855,0.9947253612427192,5.248885,0.6619178343517371,138.8329,0.9886132086779336,0.5641126955561099,Moderate
0,124,0.3333333333333357,0.5905512256866527,0.666666666666667,118,0.4463174273858921,124,11,0.205979473449353,0.9558822663603018,14.2,9,14.901961,0.7142857142857144,126.32401,8.8978510753,48.658031517,290.1,507,0.1045751716456578,0.4381555728680575,4.16179,0.5791982904538346,110.079285,0.4329377921610932,0.43825012961151133,Low
0,84,0.5483870967741957,0.0,0.0,108,0.3226141078838174,84,9,0.14796965640339135,0.9779410769301559,14.24,7,14.901961,0.0,85.82593,9.2589528604,49.233929431,319.2,642,0.03921571189900811,0.06164222572705902,0.0,0.6300696720385618,0.0,0.057413400455471664,0.053769017980636234,Low
0,18,0.9032258064516157,0.50393703949408,0.5333333333333332,114,0.23884854771784236,18,14,0.10852298081213743,0.6764705408088277,14.26,8,14.901961,0.4285714285714288,18.21632,7.9560018588,48.197575043,105.4,147,0.07843137873424333,0.9718914740047355,12.823436,0.6296370979550207,339.17966,0.9182548244036917,0.6984409057067336,Moderate
0,90,0.5161290322580676,0.1574803248419,0.5333333333333332,126,0.4234958506224067,90,9,0.2183846497099509,0.9779410769301559,14.16,8,41.568626,0.4285714285714288,91.62045,8.5358717274,48.240386666,306.7,287,0.1568628025322596,0.6516874789189893,1.291805,0.6504885075022737,34.168205,0.5796476087738224,0.24389156634600134,Low
0,95,0.48924731182795966,0.5354331145018304,0.40000000000000036,110,0.26996887966804983,95,9,0.12494422132976349,0.9779410769301559,14.16,8,14.901961,0.14285714285714235,100.55545,9.7680633589,48.583370752,23.9,162,0.05228758582282889,0.6815354886355756,2.632471,0.5774094250948191,69.628815,0.6030204962243797,0.4072384758793063,Low
0,114,0.3870967741935516,0.4921260013268032,0.7999999999999998,111,0.3869294605809128,114,11,0.16653279785809905,0.9705880775735433,14.16,8,14.901961,0.6428571428571423,119.016,9.2904396747,47.178843536,287.1,380,0.05882359038039862,0.18901580321557943,2.453731,0.5682032110886224,64.90115,0.1376003835550761,0.3280634723738346,Low
0,114,0.3870967741935516,0.1181102411215824,0.666666666666667,123,0.3757780082987552,114,9,0.19205711735832218,0.9779410769301559,14.12,7,14.901961,0.5,118.69203,8.6292487631,48.558120339,282.5,283,0.13725492405086906,0.6208388409591403,0.0,0.6402866200736128,24.621798,0.5559151384394103,0.23512182822209743,Low
0,159,0.14516129032258007,0.0,0.7333333333333334,120,0.6649377593360996,159,10,0.2917447568049978,0.9779410769301559,14.24,6,14.901961,0.6428571428571423,163.585,7.8384427631,48.475134339,24.0,155,0.11764704556947855,0.8142422810161056,0.0,0.8091996877434274,0.0,0.727316313076831,0.23304518211157213,Low
0,109,0.413978494623656,0.48031500331700794,0.5999999999999996,113,0.3698132780082988,109,7,0.16974564926372154,0.9779410769301559,14.12,6,14.901961,0.35714285714285676,112.28447,8.8908393589,48.952190752,39.9,138,0.07189546430421939,0.7458653352860984,2.336115,0.5877376542770867,61.79021,0.646410164209517,0.44230729023507875,Low
0,36,0.8064516129032313,0.2677165572509152,0.5999999999999996,118,0.24040456431535273,36,9,0.11673360107095049,0.9779410769301559,14.08,7,28.235294,0.5,34.66802,9.1440393589,48.932744752,82.4,162,0.1045751716456578,0.9938284639409576,5.696581,0.6292722966002354,150.67445,0.9865755723360903,0.5437429387617503,Moderate
0,104,0.44086021505376394,0.0393700837203176,0.666666666666667,109,0.3314315352697096,104,8,0.14502454261490405,0.9779410769301559,14.16,7,34.11765,0.5714285714285712,107.89229,8.6199936747,47.068881536,249.4,346,0.045751671392804956,0.541059282858638,1.971273,0.5970794137407952,52.14014,0.4974229893323745,0.1851769211422501,Low
0,88,0.526881720430108,0.0,0.13333333333333375,109,0.3526970954356846,88,9,0.15912539045069166,0.9779410769301559,14.2,7,14.901961,0.14285714285714235,90.57625,9.2910828604,49.180139431,8.8,741,0.045751671392804956,0.05544566685318131,0.0,0.5697050882258688,0.0,0.052019657197650726,0.08100507146150306,Low
0,28,0.8494623655913998,0.1338582786254576,0.5333333333333332,113,0.20850622406639008,28,10,0.1182507809013833,0.9779410769301559,14.28,8,14.901961,0.4285714285714288,28.332823,9.2479737714,48.414373726,99.5,159,0.07189546430421939,0.9682004950763914,0.0,0.6262626854232574,0.0,0.903392065204363,0.4211080868597486,Low
0,113,0.39247311827957176,0.5551181212241928,0.5333333333333332,115,0.3905601659751038,113,9,0.1747434181169121,0.9632352657169142,14.12,7,14.901961,0.4285714285714288,116.138695,8.4936857274,48.670856666,22.8,154,0.08496738329181305,0.7115034941233063,2.701334,0.6074570082440086,71.45023,0.6236365815653842,0.46885007187166805,Moderate
0,55,0.7043010752688197,0.2913385934279872,0.5333333333333332,111,0.33169087136929465,55,10,0.15912539045069166,0.9779410769301559,14.24,8,14.901961,0.4285714285714288,57.888718,8.1141438588,48.241303043,115.8,153,0.05882359038039862,0.9605960616477986,2.190099,0.6067692405521887,57.928078,0.8936833273402853,0.5547940777248579,Moderate
